Date,POS Claims Amt (USD)
2021-05-08 00:00:00,-13237
2021-05-10 00:00:00,1187370
2021-05-11 00:00:00,1707110
2021-05-12 00:00:00,1333099
2021-05-13 00:00:00,1110177
2021-05-14 00:00:00,1784040
2021-05-15 00:00:00,6437
2021-05-17 00:00:00,1542975
2021-05-18 00:00:00,1635360
2021-05-19 00:00:00,942157
2021-05-20 00:00:00,1183281
2021-05-21 00:00:00,1581046
2021-05-22 00:00:00,-11298805
2021-05-23 00:00:00,1199
2021-05-24 00:00:00,1642473
2021-05-25 00:00:00,1512971
2021-05-26 00:00:00,930318
2021-05-27 00:00:00,1237627
2021-05-28 00:00:00,2270553
2021-05-29 00:00:00,4666
2021-05-31 00:00:00,13239263
2021-06-01 00:00:00,1519252
2021-06-02 00:00:00,1378966
2021-06-03 00:00:00,704567
2021-06-04 00:00:00,1219718
2021-06-05 00:00:00,125
2021-06-07 00:00:00,817828
2021-06-08 00:00:00,1098293
2021-06-09 00:00:00,962851
2021-06-10 00:00:00,1165731
2021-06-11 00:00:00,1185875
2021-06-14 00:00:00,1091576
2021-06-15 00:00:00,1184441
2021-06-16 00:00:00,1088369
2021-06-17 00:00:00,1213491
2021-06-18 00:00:00,933836
2021-06-19 00:00:00,10
2021-06-21 00:00:00,933630
2021-06-22 00:00:00,1373831
2021-06-23 00:00:00,1354728
2021-06-24 00:00:00,1174339
2021-06-25 00:00:00,1327814
2021-06-26 00:00:00,7264
2021-06-27 00:00:00,504
2021-06-28 00:00:00,731812
2021-06-29 00:00:00,1510978
2021-06-30 00:00:00,914660
2021-07-01 00:00:00,933004
2021-07-02 00:00:00,607384
2021-07-03 00:00:00,4
